year,age,sex,pop
1966,12,F,847907.0345336735
1966,12,M,874790.6780153683
1966,13,F,881368.021012719
1966,13,M,910968.2363412085
1966,14,F,924105.8221539368
1966,14,M,955934.7459695982
1966,15,F,1025049.399525404
1966,15,M,1054082.7847024747
1966,16,F,1092411.542355277
1966,16,M,1114725.121733666
1966,17,F,1118879.2025732198
1966,17,M,1137392.537004911
1966,18,F,1109581.9906935142
1966,18,M,1124927.0893180792
1966,19,F,864092.0625705124
1966,19,M,866652.2146734232
1966,20,F,932805.796113315
1966,20,M,921687.6785243766
1966,21,F,1113018.2408088588
1966,21,M,1093758.1641224828
1966,22,F,1076608.8077604007
1966,22,M,1057280.9276346085
1966,23,F,1045078.6691389068
1966,23,M,1028042.4355593346
1966,24,F,787275.1568095628
1966,24,M,773371.013537798
1966,25,F,746331.9759629018
1966,25,M,730177.3840700143
1966,26,F,741445.0463777279
1966,26,M,720820.9902537499
1966,27,F,780992.7844409274
1966,27,M,759171.8611295132
1966,28,F,841000.6838017156
1966,28,M,826223.2064043112
1966,29,F,979033.5623831556
1966,29,M,974873.5717976044
1966,30,F,904986.5082264865
1966,30,M,906820.2742174459
1966,31,F,786873.3901689956
1966,31,M,789469.8955007716
1966,32,F,838768.3021130852
1966,32,M,840038.8141544127
1966,33,F,827529.994698089
1966,33,M,837157.215722049
1966,34,F,774290.6897096516
1966,34,M,784657.6808248926
1966,35,F,768182.2565444742
1966,35,M,777621.831287382
1966,36,F,800428.9207558178
1966,36,M,805700.7722330686
1966,37,F,775782.4102265598
1966,37,M,781272.7175872779
1966,38,F,754499.7651536771
1966,38,M,757598.9480882824
1966,39,F,753627.183253861
1966,39,M,744136.3372501029
1966,40,F,713073.9756815694
1966,40,M,689295.7700654208
1966,41,F,667779.330149328
1966,41,M,622933.383732368
1966,42,F,650916.0322580478
1966,42,M,571879.2126973558
1966,43,F,639087.5547697964
1966,43,M,543686.3593801697
1966,44,F,622434.4970645787
1966,44,M,520511.9867305008
1966,45,F,636778.2343112866
1966,45,M,524251.60606344027
1966,46,F,541470.8333612004
1966,46,M,440390.24397268955
1966,47,F,547077.6535314701
1966,47,M,419066.142914165
1966,48,F,538472.2544382534
1966,48,M,410475.03772141476
1966,49,F,527192.6104337372
1966,49,M,407952.5157550892
1966,50,F,534441.089560656
1966,50,M,430061.43854659447
1966,51,F,486880.2787492235
1966,51,M,413186.4510801887
1966,52,F,480744.23792941286
1966,52,M,427732.12393577886
1966,53,F,486097.31623075815
1966,53,M,437898.8928586345
1966,54,F,478646.32519918226
1966,54,M,439615.8078837511
1966,55,F,442654.0378845217
1966,55,M,413285.59415376175
1966,56,F,470225.4054543656
1966,56,M,427504.34260445024
1966,57,F,439706.75269630464
1966,57,M,399999.686210473
1966,58,F,440249.64392526296
1966,58,M,397743.81668223976
1966,59,F,375689.56523188786
1966,59,M,345079.18449370115
1966,60,F,385841.96124879114
1966,60,M,351200.49812317133
1966,61,F,349199.44422586745
1966,61,M,327614.90485882555
1966,62,F,350012.42008432926
1966,62,M,330800.4631509724
1966,63,F,339905.92806710256
1966,63,M,323295.9022874583
1966,64,F,303905.76959800336
1966,64,M,292128.1378550893
1966,65,F,298541.9323642153
1966,65,M,277461.8671171209
1966,66,F,273100.8320950516
1966,66,M,256907.23363918802
1966,67,F,287275.70896600187
1966,67,M,258741.70743160427
1966,68,F,267418.94739821483
1966,68,M,237612.00700251467
